rowname	genename	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name.GENENAME	MUT_12DPA_R1	MUT_12DPA_R2	MUT_12DPA_R3	WT_12DPA_R1	WT_12DPA_R2	MUT_14DPA_R1	MUT_14DPA_R2	MUT_14DPA_R3	WT_14DPA_R1	WT_14DPA_R2
ENSMUSG00000044499	NA	34.8532618973483	-4.77531445926696	0.800144807613165	-5.96806279792246	2.40086970769651e-09	4.26295149058479e-08	Hs3st5	0.01	0.01	0.01	0.41	0.44	0	0.06	0	0.31	0.27
ENSMUSG00000044647	NA	98.9659620213263	-2.27956235424376	0.435685032183192	-5.23213373390637	1.67564445622004e-07	1.92600817241855e-06	Csrnp3	0.08	0.1	0.1	0.25	0.25	0.02	0.12	0.07	0.3	0.14
ENSMUSG00000044649	NA	9626.97578557509	-8.33551046800979	1.3339613488469	-6.24868964547974	4.1391044018994e-10	8.66039997658725e-09	Krtap4-2	1.15	4.71	1.2	299.91	443.94	0	0.03	0.08	162.66	192.57
ENSMUSG00000044678	NA	110.272510905991	1.57474389999664	0.385168993179882	4.08844929856854	4.34266434350793e-05	0.000267977305080121	Ly6k	2.86	3.53	2.49	0.63	0.61	4.66	2.76	0.94	0.88	0.82
ENSMUSG00000044701	NA	11.8777613697647	-5.53593110809264	0.944870146785113	-5.8589332374702	4.6584991794703e-09	7.72781910697986e-08	Il27	0	0	0.06	0.26	0.49	0	0	0	0.23	0.24
ENSMUSG00000044707	NA	100.834355253432	-2.03484473234664	0.400511821183726	-5.08061092012863	3.76222981185663e-07	3.97084521650648e-06	Ccnjl	0.41	0.24	0.54	0.72	0.73	0.28	0.08	0.09	0.52	0.88
ENSMUSG00000044737	NA	7457.98756728865	-3.58895315078715	0.320478501456102	-11.1987329399028	4.13606669070463e-29	1.07634673021384e-26	Klk14	11.27	25.43	15.54	144.87	244.94	12.33	5.43	14.87	69.15	92.12
ENSMUSG00000044835	NA	10.6241375759047	-2.51020638880084	0.645931865244742	-3.88617828576971	0.000101834729256469	0.000558648687670122	Ankrd45	0.02	0.01	0.05	0.04	0.12	0	0.04	0.07	0.03	0.08
ENSMUSG00000044906	NA	174.924465751723	-1.83781394629737	0.231110587110259	-7.95209760520658	1.83379680287352e-15	9.94849698757606e-14	4930503L19Rik	0.66	0.42	0.63	1.41	1.37	0.19	0.41	0.31	0.99	1.16
ENSMUSG00000045008	NA	5.05039518396655	-2.64427490910644	1.0427822591493	-2.53578816277871	0.0112194579562919	0.0313892276603462	9030612E09Rik	0	0	0.04	0.02	0.04	0	0.02	0.01	0.06	0.07
ENSMUSG00000045092	NA	1039.86871763457	-1.68347971460559	0.182958851927392	-9.20141166645323	3.53277659205791e-20	3.60971743194629e-18	S1pr1	1.92	2.12	3.44	5.12	6.1	1.29	2.15	1.56	4.45	4.81
ENSMUSG00000045109	NA	17450.2370213418	-7.51891379276033	1.20159706562236	-6.25743355062702	3.91364318013008e-10	8.28230332465901e-09	Krtap4-7	1.71	15.38	5.28	562.64	917.77	0.05	0.15	0.18	261.66	249.47
ENSMUSG00000045236	NA	3.71227158519898	-5.72809909444858	1.78482754375912	-3.20932916711064	0.00133045081861237	0.00515677411775403	Krtap5-4	0	0	0	0.16	0.23	0	0	0	0.03	0
ENSMUSG00000045246	NA	13.770848036632	1.60957484693296	0.515528469105897	3.12218421171679	0.0017951457559398	0.00666922876760591	Kcng4	0.07	0.08	0.05	0.02	0.03	0.05	0.04	0.08	0.01	0.01
ENSMUSG00000045281	NA	6.29238930188835	-2.75931943216887	0.706330859370945	-3.90655370009787	9.36218443968313e-05	0.000517858458462048	Gpr20	0.01	0.01	0.02	0.04	0.07	0	0.01	0.02	0.06	0.04
ENSMUSG00000045318	NA	6.95452132012926	-4.73907040270431	0.962930843600381	-4.92150649675423	8.58805508620342e-07	8.34991578871676e-06	Adra2c	0	0	0	0.02	0.04	0	0	0	0.04	0.05
ENSMUSG00000045377	NA	101.481906491516	-1.70751275393056	0.27221795751891	-6.27259409883695	3.55081721290238e-10	7.64067967453349e-09	Tmem88	0.38	0.59	0.66	1	1.46	0.19	0.44	0.28	0.61	1.27
ENSMUSG00000045502	NA	3362.01136929664	1.82534217541155	0.145382018567028	12.555487902859	3.70887996441986e-36	1.76489702306894e-33	Hcar2	30.39	28.77	31.28	7.13	6.11	32.25	24.18	25.4	4.99	7.23
ENSMUSG00000045589	NA	4.18431766962908	-4.43496867554536	1.24325256853295	-3.56723065593877	0.00036077389868728	0.0016930654501653	Frrs1l	0	0	0	0.01	0.01	0	0.01	0	0.01	0.03
ENSMUSG00000045667	NA	1259.79272808679	1.71459000358379	0.247759573766176	6.9203784036291	4.50438811474793e-12	1.41281702544495e-10	Smtnl2	12.01	10.06	8.07	1.55	2.25	5.7	5.05	3.58	1.4	1.85
ENSMUSG00000045877	NA	17.8084930228658	-1.50213880390547	0.57221805400143	-2.62511606091638	0.00866194361554905	0.025296277558648	4933415A04Rik	0.11	0.06	0.14	0.13	0.2	0.05	0.01	0.01	0.1	0.12
ENSMUSG00000045903	NA	3.95321380869625	-2.81350358059706	1.07403869536134	-2.61955513590738	0.0088044538711065	0.0256629645122994	Npas4	0	0.02	0.01	0.03	0.03	0	0	0	0.02	0.03
ENSMUSG00000045930	NA	741.615425362454	-1.71336862720997	0.315954618140492	-5.42283140944029	5.86623153667015e-08	7.6151275325987e-07	Clec14a	0.79	0.68	1.19	1.63	2.41	0.5	1.43	0.87	2.07	3.3
ENSMUSG00000045994	NA	2.66234167928206	3.69921508150325	1.39028496761166	2.66076032445208	0.00779644324448812	0.0231874575423124	B3gat1	0.01	0.03	0.01	0.01	0	0.02	0.01	0.01	0	0
ENSMUSG00000046095	NA	166.650210116562	-4.52061610635409	0.545550312341565	-8.28634134027177	1.16785306554912e-16	7.5389894599692e-15	Krt32	0.11	0.36	0.46	1.1	4.06	0.24	0.08	0.2	0.46	4.59
ENSMUSG00000046101	NA	15.837294154304	-2.28478669748135	0.490451367164228	-4.65853874705642	3.18461870155132e-06	2.66934194636825e-05	Mcmdc2	0.04	0.01	0.05	0.08	0.39	0.05	0.05	0.01	0.05	0.19
ENSMUSG00000046108	NA	11.830142739932	3.57650281311506	0.797572330610081	4.48423632045924	7.31755296772349e-06	5.52214973617738e-05	Il17c	0.65	0.82	0.24	0.04	0	0.26	0.24	0.28	0.02	0.04
ENSMUSG00000046160	NA	369.304207118008	3.08980575693533	0.417876713734375	7.39406062932566	1.42411426093936e-13	6.00471468758104e-12	Olig1	2.33	4.08	2.93	0.31	0.13	5.63	1.2	2.22	0.35	0.27
ENSMUSG00000046167	NA	1720.95595145906	-2.66004258475467	0.336726969981284	-7.8997016036539	2.79571905973711e-15	1.49239426089492e-13	Gldn	1.45	1.16	2.48	5.73	7.29	0.39	1.71	0.78	5.54	6.9
ENSMUSG00000046182	NA	74.3740364687826	-1.69952925764148	0.393596444939409	-4.3179486997224	1.57486021188666e-05	0.000108609924757649	Gsg1l	0.08	0.17	0.1	0.38	0.48	0.08	0.16	0.07	0.19	0.12
ENSMUSG00000046203	NA	133.184926833511	2.92492210102204	0.867745614271271	3.37071378168633	0.000749737087186248	0.00316604239023503	Sprr2g	13.13	11.88	5.56	0.61	1.23	0.72	0.84	1.46	0.14	0.33
ENSMUSG00000046275	NA	22.8247691645065	-2.5711745127027	0.435573181740127	-5.90296790640505	3.57019747196743e-09	6.09862963031976e-08	Tusc5	0.01	0.03	0.04	0.08	0.13	0.02	0.03	0.02	0.14	0.12
ENSMUSG00000046280	NA	435.035081014285	-1.84665473879209	0.204944759822458	-9.0104999044222	2.05119330207266e-19	1.94105820716023e-17	She	0.36	0.49	0.59	1.01	1.53	0.23	0.48	0.33	0.92	1.27
ENSMUSG00000046314	NA	135.314373681968	-1.59717301666178	0.278460728108314	-5.73572089505031	9.70984484222053e-09	1.508558450067e-07	Stxbp6	0.39	0.31	0.34	0.41	0.91	0.08	0.38	0.19	0.71	0.72
ENSMUSG00000046318	NA	159.965036675281	1.7143852973084	0.323638894864721	5.29721651047227	1.17581248879114e-07	1.41190749825642e-06	Ccbe1	0.26	0.77	0.67	0.17	0.14	0.17	0.52	0.5	0.07	0.11
ENSMUSG00000046442	NA	146.481914131976	-1.59257718576503	0.410794270224677	-3.8768242431765	0.000105828747435905	0.000576759747560537	Ppm1e	0.16	0.2	0.24	0.56	0.48	0.04	0.21	0.09	0.31	0.2
ENSMUSG00000046470	NA	576.661993856299	-1.99521209257821	0.245558563591741	-8.12519858153019	4.46630570149476e-16	2.62849192432492e-14	Sox18	1.74	2.22	3.68	7.05	5.49	0.94	1.74	1.88	4.82	7.12
ENSMUSG00000046474	NA	12920.7834110273	-6.70133666283973	1.21285146808352	-5.52527398381997	3.28971826645683e-08	4.50207540902535e-07	Krtap4-16	2.02	20.58	7.7	370.79	801.36	0.24	0.05	0.24	188.07	183.43
ENSMUSG00000046618	NA	871.041708454502	-1.72968971050714	0.19548185617363	-8.8483388912105	8.88315542291471e-19	8.0407039982959e-17	Olfml2a	0.89	1.31	1.05	2.21	3.06	0.48	0.92	0.69	1.82	2.14
ENSMUSG00000046709	NA	10.3910981780487	-1.9608171772721	0.685552969708184	-2.86019791892485	0.00423376689983445	0.0137963975184392	Mapk10	0.01	0.08	0.01	0.07	0.03	0	0.21	0.09	0.06	0.13
ENSMUSG00000046711	NA	5857.50583040321	1.60210083498603	0.228798965765593	7.00222061592447	2.51936939386187e-12	8.27615330468826e-11	Hmga1	78.89	84.55	89.16	25.94	20.74	62.74	53.55	50.15	15.22	13.98
ENSMUSG00000046714	NA	65.9970809467201	-1.85745706554735	0.343146148333811	-5.41302029635612	6.19704629169042e-08	7.97618284297557e-07	Foxc2	0.12	0.13	0.34	0.41	0.45	0.06	0.1	0.1	0.36	0.29
ENSMUSG00000046727	NA	140.704770626003	-2.6381002750152	0.274383047056741	-9.61466206937217	6.9336649179155e-22	8.49119038293255e-20	Cystm1	0.61	0.48	1.41	3.8	5.19	0.44	0.72	0.65	2.72	3.16
ENSMUSG00000046748	NA	16.5914815623737	1.74391754631387	0.601386738245721	2.89982707533753	0.00373368579635797	0.0124256525495481	Tmem45a2	0.13	0.31	0.09	0.06	0.01	0.1	0.21	0.04	0.05	0.01
ENSMUSG00000046814	NA	46.827303507287	-2.78292590747101	0.411734361850415	-6.75903243772027	1.38916294218595e-11	3.95495876959095e-10	Gchfr	0.14	0.36	0.2	1.87	1.97	0.26	0.57	0.5	1.55	2.19
ENSMUSG00000046844	NA	6.51758882895738	-2.87604016445851	0.960343022097066	-2.99480508347758	0.00274620269903946	0.00957062271448047	Vat1l	0.01	0.01	0	0.06	0.01	0	0.01	0	0.04	0.01
ENSMUSG00000046845	NA	134.444043607468	2.66525657846578	0.368199074204955	7.23862922312017	4.53242237709766e-13	1.68123596192787e-11	Il1f10	5.7	4.57	8.39	0.97	0.97	9.58	3.11	9.99	0.57	0.96
ENSMUSG00000046846	NA	9.38317631935443	2.604916362181	0.858170547055677	3.03542969531906	0.00240193214642542	0.00853877906055825	Spesp1	0.05	0.08	0.07	0	0	0.03	0.02	0.05	0.02	0
ENSMUSG00000046916	NA	214.599273072708	-2.13803069029698	0.293982682089929	-7.27264162330132	3.52524674279657e-13	1.35595807162302e-11	Myct1	0.28	0.38	0.48	1.47	0.96	0.18	0.5	0.34	1.24	1.18
ENSMUSG00000046942	NA	9.23762299647569	-6.05230191493688	1.09894142245231	-5.50739265194956	3.64187349069057e-08	4.93534605268117e-07	Mageb16	0	0	0	0.08	0.07	0	0	0.01	0.13	0.2
ENSMUSG00000046961	NA	133.942148368976	-1.92744631815015	0.30742699047172	-6.2696066965124	3.61961199857746e-10	7.73827775166774e-09	Gpr156	0.17	0.27	0.12	0.35	0.5	0.11	0.16	0.09	0.29	0.67
ENSMUSG00000046975	NA	1.37358074643212	-4.28545959996104	1.76359358951815	-2.42995870785168	0.0151005431024994	0.0398615123608908	Olfr1020	0	0	0	0.02	0.05	0	0	0	0.02	0.01
ENSMUSG00000046997	NA	347.591043463715	-1.65707840907053	0.279826400736922	-5.92180868104873	3.18419939893193e-09	5.5415716812133e-08	Spsb4	0.85	0.66	1.74	2.21	2.49	0.55	1.12	0.67	1.41	2.66
ENSMUSG00000047013	NA	13.9043606859205	-1.83753595707747	0.638466642661045	-2.87804535788881	0.00400147600586706	0.0131630619944136	Fbxo41	0.01	0.02	0.02	0.03	0.08	0	0.01	0.01	0.02	0.01
ENSMUSG00000047021	NA	1.77782980555348	-4.67112597439491	1.62960338148964	-2.86641892588919	0.00415144478691775	0.0135759499167711	Ccdc108	0	0	0	0.01	0.02	0	0	0	0	0.01
ENSMUSG00000047094	NA	12.248740415556	2.33739024865143	0.902129442984205	2.59096991770876	0.00957058571217097	0.0275108914456692	Ofcc1	0.51	0.08	0.25	0	0	0.04	0.11	0.07	0.03	0.02
ENSMUSG00000047104	NA	12.0921660255755	-2.69325797031217	0.736426664252685	-3.65719779177911	0.000254987618955424	0.00125164125956457	Pbp2	0.04	0.08	0.06	0.12	0.31	0	0.06	0	0.21	0.12
ENSMUSG00000047171	NA	23.8666946254908	1.77603988655302	0.698626012954705	2.5421897461871	0.0110160352445154	0.030903161023649	Helt	0.47	0.4	0.29	0	0.17	0.19	0.23	0.38	0.11	0.01
ENSMUSG00000047197	NA	14.7712308430683	1.79600334823636	0.603740432377821	2.97479388809994	0.00293185466783325	0.0101264674946583	Gjd3	0.42	0.47	0.42	0.05	0.18	0.27	0.23	0.35	0.1	0
ENSMUSG00000047222	NA	12.679067417529	2.10460078550717	0.662034633300139	3.17898895261123	0.00147789723768025	0.00564161780737213	Rnase2a	0.32	0.6	0.26	0.09	0.02	0.47	0.37	0.45	0.14	0.02
ENSMUSG00000047253	NA	81434.2138656498	-7.92079200580075	1.00443460269086	-7.88582152046645	3.1247294864534e-15	1.65213871736131e-13	Krtap1-5	7.45	41.92	22.37	2471.58	3901.48	0.66	0.25	1.96	1151.14	1113.23
ENSMUSG00000047261	NA	46.8306539288481	-2.1934295692353	0.272297119372874	-8.05528010831319	7.92970036428334e-16	4.52291642353216e-14	Gap43	0.24	0.17	0.28	0.49	0.83	0.11	0.17	0.12	0.52	0.61
ENSMUSG00000047415	NA	658.585881882234	-2.05213231767457	0.219208643633296	-9.36154835713274	7.85766204136274e-21	8.4431845999288e-19	Gpr68	1.24	1.24	1.67	2.9	6.02	1.03	1.13	1.2	2.08	4.12
ENSMUSG00000047419	NA	342.450060124608	-2.46638482988823	0.208574962346508	-11.8249323990805	2.90136194189723e-32	9.86167002904049e-30	Cmya5	0.12	0.15	0.14	0.4	0.82	0.07	0.11	0.08	0.29	0.45
ENSMUSG00000047420	NA	84.8958571277542	-1.99559532386603	0.409650707379686	-4.87145582301266	1.10778934490818e-06	1.04415571813502e-05	Fam180a	0.28	0.27	0.09	0.94	1.27	0.18	0.41	0.42	0.56	1
ENSMUSG00000047495	NA	6.78518458269993	-2.45712946428426	0.958843839982828	-2.56259607855254	0.010389283776082	0.0294371990294698	Dlgap2	0.02	0.01	0	0	0.02	0	0	0.01	0.02	0.08
ENSMUSG00000047564	NA	54766.6624369142	-3.91783354174813	0.662951460138283	-5.90968385668979	3.4276491860143e-09	5.89746871829217e-08	Krtap3-1	174.1	588.57	482.21	3348.4	5916.14	146.16	18.95	132.41	1320.98	1174.02
ENSMUSG00000047641	NA	258598.077061428	-4.92163563966907	0.69566354983501	-7.0747355396676	1.49734037356269e-12	5.05845921332387e-11	Krt83	114.9	297.07	178.45	2183.29	5256.15	38.76	26.23	30.05	1136.82	1950.29
ENSMUSG00000047642	NA	24.4911405098836	-3.14724972282362	0.600522006816856	-5.24085659992049	1.59832890629179e-07	1.84477948262576e-06	D930020B18Rik	0.07	0.01	0.01	0.06	0.15	0.01	0.05	0.04	0.09	0.4
ENSMUSG00000047797	NA	7.39261390505038	2.14732838957381	0.733026040569851	2.9294026006286	0.00339614229084192	0.0114522676359531	Gjb1	0.14	0.09	0.11	0.01	0	0.05	0.07	0.05	0.03	0.02
ENSMUSG00000047798	NA	33.8204669275825	1.84293054697871	0.638377995362201	2.88689547629703	0.00389063456009101	0.0128542984721912	Cd300lf	0.22	0.2	0.97	0.04	0.04	0.16	0.15	0.16	0.22	0.1
ENSMUSG00000047867	NA	305.63087154994	-1.6123631442547	0.212522561184946	-7.58678577589488	3.27938599724027e-14	1.54725704770642e-12	Gimap6	1.08	1.54	2.01	2.64	2.99	0.77	1.26	0.93	2.9	3.43
ENSMUSG00000047898	NA	34.4990792199436	2.32718482180087	0.778393043828734	2.98972972619847	0.00279224392788133	0.00971170861165382	Ccr4	1.57	0.79	0.29	0.07	0.15	0.34	0.39	0.3	0.03	0
ENSMUSG00000047904	NA	27.9743144028129	-3.10086346243139	0.435416418511877	-7.12160435527263	1.06677917398885e-12	3.74835593729626e-11	Sstr2	0.06	0.09	0.05	0.37	0.34	0.01	0.02	0.04	0.14	0.23
ENSMUSG00000047953	NA	140.012327143759	-6.5792697251255	0.457463849769162	-14.3820538572511	6.70740931871994e-47	6.57128836489886e-44	Gp5	0.03	0.04	0.03	1.37	2.95	0	0.01	0	0.79	0.96
ENSMUSG00000047963	NA	96.8335584316733	-1.51221448974317	0.378908368348037	-3.99097675339321	6.58017306759745e-05	0.000381293670552215	Stbd1	0.59	0.24	0.74	0.76	1.01	0.15	0.26	0.15	0.43	0.84
ENSMUSG00000047977	NA	37.9248062507265	-3.73181607799236	0.617019303199053	-6.04813505613853	1.46532099940976e-09	2.74212598260331e-08	Synb	0.02	0.02	0.02	0.1	0.48	0.02	0	0.03	0.08	0.13
ENSMUSG00000048013	NA	12928.1602019692	-8.45136383975343	0.58741497058768	-14.3873824517926	6.21021499233165e-47	6.46444566858023e-44	Krt35	0.87	1.53	0.72	102.44	196.7	0.19	0.28	0.37	85.89	305
ENSMUSG00000048022	NA	56.4920353890846	2.9235221912619	0.354599127341317	8.24458371677798	1.65736188592764e-16	1.04558190189867e-14	Tmem229a	0.22	0.25	0.25	0.03	0.01	0.2	0.1	0.1	0.02	0.02
ENSMUSG00000048065	NA	25.9167686458727	-1.57555927445071	0.405765464127915	-3.88293093853356	0.000103204887552601	0.000564862767725456	Cyb5r2	0.1	0.12	0.2	0.44	0.3	0.1	0.06	0.1	0.26	0.21
ENSMUSG00000048096	NA	35.5157820591425	-1.99269059263047	0.355922037009934	-5.59867157810983	2.16000555421375e-08	3.07740739995124e-07	Lmod1	0.05	0.05	0.09	0.13	0.16	0.02	0.02	0.05	0.13	0.14
ENSMUSG00000048126	NA	45580.1999682833	-1.57088836089441	0.309537349817612	-5.07495577454554	3.87586137535449e-07	4.0804343366959e-06	Col6a3	51.65	62.11	84.26	137.22	140.92	11.44	52.91	40.52	106.04	96.74
ENSMUSG00000048142	NA	2784.08095942353	1.75133896403836	0.325207868936045	5.38529085956027	7.23275910204194e-08	9.12587900337185e-07	Nat8l	7.82	7.63	15.27	2.28	1.37	3.79	3.6	3.02	1.09	1.25
ENSMUSG00000048216	NA	149.106813874856	-2.20302608278615	0.297156705713183	-7.41368456585503	1.22837889292434e-13	5.25929317780329e-12	Gpr85	0.23	0.39	0.34	1	0.87	0.24	0.3	0.18	0.57	1.59
ENSMUSG00000048279	NA	759.033123384477	-1.65142277363351	0.227327038257991	-7.26452421273059	3.7435356719022e-13	1.42674111248355e-11	Sacs	0.36	0.42	0.55	0.97	0.94	0.19	0.3	0.23	0.69	0.64
ENSMUSG00000048294	NA	655.759611010668	-7.44776016347614	1.31788113853485	-5.65131402651089	1.59225896379465e-08	2.32419570920244e-07	Krtap4-13	0.03	0.84	0.27	17.8	41.35	0	0	0.03	20.63	12.59
ENSMUSG00000048368	NA	2412.85957593827	-1.96444204716169	0.300898343249224	-6.5285904400431	6.63915188715144e-11	1.67031834864814e-09	Omd	5.98	6.91	5.7	28.22	23.52	5.88	12.38	9.29	21.54	24.98
ENSMUSG00000048410	NA	6514.78134120351	-1.56097270966114	0.118836447184574	-13.1354710330297	2.06204311249735e-39	1.27197511254234e-36	Zfp407	5.93	6.87	6.01	12.72	17.49	5.03	4.64	5.59	11.46	11.54
ENSMUSG00000048416	NA	1200.09862096548	-3.63079619428424	0.307777764690257	-11.7968112411831	4.05383617280752e-32	1.29839695111748e-29	Mlf1	3.15	4.36	3.92	28.33	48.96	1.21	1.95	1.83	12.28	18.26
ENSMUSG00000048424	NA	10.3758665675622	-3.35494286557769	0.824686401850879	-4.06814379144369	4.738913594964e-05	0.000289002584855824	Ranbp3l	0	0	0.01	0.06	0.04	0	0.13	0	0.16	0.05
ENSMUSG00000048450	NA	1752.5656541646	-2.12915679777441	0.244972020604549	-8.69142848444491	3.57910409995221e-18	2.9954763208394e-16	Msx1	4.15	4.54	4.92	17.1	18.54	2.28	6.12	4.94	12.95	14.15
ENSMUSG00000048485	NA	36.8388661184374	-1.50962893646232	0.438863537876989	-3.43985956036626	0.000582016112967368	0.00255360336182074	Zbtb8b	0.08	0.09	0.1	0.15	0.15	0.02	0.16	0.03	0.11	0.23
ENSMUSG00000048572	NA	42.8207890711184	-1.56694235374232	0.364239615363166	-4.30195477825771	1.6929786908533e-05	0.000115439865685797	Tmem252	0.03	0.06	0.1	0.06	0.16	0.06	0.04	0.04	0.1	0.17
ENSMUSG00000048699	NA	301560.927030356	-2.13007708698599	0.165090344803631	-12.9024934166782	4.3576552607582e-38	2.50264649544579e-35	4732456N10Rik	549.37	530.78	797.96	2431.78	2832.27	476.74	619.74	501.92	1383.72	1511.05
ENSMUSG00000048752	NA	43.4963301188131	2.51157089022937	0.785611495725419	3.19696300766351	0.00138882736258973	0.00534448237613953	Prss50	0.32	0.16	2.95	0.14	0.13	0.27	0.17	0.5	0.04	0.02
ENSMUSG00000048782	NA	155.867875784981	-2.09505760619067	0.418890176521627	-5.0014484072832	5.69011951754489e-07	5.79981276405814e-06	Insc	0.52	0.34	0.53	1.53	0.99	0.12	0.6	0.25	1.56	0.84
ENSMUSG00000048830	NA	34942.7350886193	-2.62959949938287	0.762171809149347	-3.45014007054098	0.000560295758655801	0.00247132570455836	2310057N15Rik	115.82	436.95	291.53	724.21	1709.3	73.73	11.55	65.11	284.56	424.38
ENSMUSG00000048905	NA	16.5859208667334	1.64753149739811	0.490060491686797	3.36189414438875	0.00077409792836825	0.0032540638558741	4930539E08Rik	0.04	0.04	0.08	0.01	0.02	0.06	0.04	0.09	0.01	0.02
ENSMUSG00000048939	NA	2111.52021460705	1.63247272128176	0.247574624148149	6.59386125253647	4.28532222921097e-11	1.11090187976670e-09	Atp13a5	7.61	11.75	6.65	2.75	2.36	11.31	5.86	9.1	1.77	1.8
ENSMUSG00000048981	NA	105521.184932372	-5.15508647805681	0.694229734319724	-7.42562040087247	1.12252503795649e-13	4.84343381014644e-12	Krt31	75.76	159.73	69.68	1360.88	3279.75	16.53	16.84	20.34	694.73	1233.72
ENSMUSG00000048988	NA	24.5425653533183	-1.78853304455454	0.756955285763015	-2.36279880488805	0.0181375133541326	0.0463740075089159	Elfn1	0.12	0.01	0.04	0.13	0.22	0	0.17	0.03	0.12	0.18
ENSMUSG00000048992	NA	13.8599036407292	2.53933222006033	0.705637045415498	3.59863790677984	0.000319888208364304	0.00152832418540088	Prss32	0.16	0.42	0.17	0.01	0.05	0.09	0.06	0.14	0.02	0.01
ENSMUSG00000049100	NA	45.295136754203	-2.34292308135326	0.307075113213211	-7.62980450234826	2.35109971479395e-14	1.11878759285409e-12	Pcdh10	0.05	0.15	0.05	0.1	0.13	0.02	0.02	0.03	0.1	0.13
ENSMUSG00000049176	NA	38.3084072613649	-2.87520380801711	0.45860792726909	-6.26941584969609	3.62405082335685e-10	7.73827775166774e-09	Frmpd4	0.02	0	0.02	0.07	0.06	0.01	0.01	0.03	0.12	0.12
ENSMUSG00000049265	NA	88.2971747352308	-2.52382032778507	0.385111605828865	-6.55347771811011	5.62123239680694e-11	1.42933779494381e-09	Kcnk3	0.08	0.18	0.32	0.36	0.45	0.03	0.09	0.05	0.33	0.49
ENSMUSG00000049420	NA	57.9039984745425	-2.30538092830129	0.359301315762229	-6.41628857776545	1.39636643105023e-10	3.29411939222969e-09	Tmem200a	0.06	0.04	0.06	0.32	0.3	0.03	0.1	0.97	0.18	0.25
ENSMUSG00000049548	NA	73.9834949690835	-2.34636005409156	0.236906877284616	-9.90414495765219	3.99371504172213e-23	5.88631186016655e-21	Krt82	0.2	0.17	0.16	0.75	0.85	0.11	0.15	0.14	0.47	0.45
ENSMUSG00000049598	NA	3005.12200051783	-4.36560329333184	0.573947260717944	-7.60627951751344	2.82098836693893e-14	1.33476026282295e-12	Vsig8	3.7	5.41	2.12	22.33	83.23	1.28	0.78	1.05	13.41	38.65
ENSMUSG00000049721	NA	928.062231905489	1.63785916554997	0.262090586531828	6.24921019569345	4.12533424745911e-10	8.64678315232962e-09	Gal3st1	8.85	7.27	13.08	1.71	2.03	10.54	5	6.09	1.43	3.43
ENSMUSG00000049723	NA	158.771569503063	3.75069440251242	0.928295803810785	4.04040865758015	5.33581440753e-05	0.000319439212643466	Mmp12	0.89	0.38	9.37	0.18	0.04	0.56	0.64	0.8	0.07	0.19
ENSMUSG00000049809	NA	28687.4040238039	-6.75499928245465	0.965353065970309	-6.99743909308971	2.60683324436436e-12	8.51309954605654e-11	Krtap9-3	9	47.57	30.19	1260.53	2139.69	1.29	0.51	1.95	605.64	640.39
ENSMUSG00000049907	NA	800.79285650579	-2.00010210942902	0.251615178083337	-7.94905190006689	1.87944308161061e-15	1.01630274429301e-13	Rasl11b	4.1	3.46	2.56	7.6	8.75	1.3	2.42	2.23	6.6	8.54
ENSMUSG00000049928	NA	1.56664840569655	-3.90500908245708	1.44273727662152	-2.70666679632865	0.00679624321259862	0.0207082749187395	Glp2r	0	0	0	0.01	0.02	0	0	0	0	0.01
ENSMUSG00000049939	NA	682.436762820502	1.82610736755673	0.248633250598901	7.34458228397874	2.06402683653623e-13	8.34377838895897e-12	Lrrc4	4.48	3.54	4.83	0.65	0.69	2.33	1.73	1.52	0.59	0.65
ENSMUSG00000050063	NA	685.781563299961	3.07908430187755	0.645906100027393	4.76707729149325	1.86917617173408e-06	1.66654866917726e-05	Klk6	28.3	8.52	27.03	1.26	2.31	4.67	4.34	3.97	0.52	0.88
ENSMUSG00000050128	NA	2.24509290379023	-5.01111538978745	1.41782094071095	-3.53437817562116	0.000408735806723145	0.00189038571065869	Olfr1023	0	0	0	0.01	0.03	0	0	0	0.01	0.02
ENSMUSG00000050147	NA	21.8408814558155	-2.34573855072218	0.524016237611427	-4.47646157190575	7.58903203087072e-06	5.70042658423742e-05	F2rl3	0.03	0.02	0.09	0.22	0.29	0.02	0.09	0.08	0.19	0.22
